"Id","Name","NativeName","Description","MainRuleset","LudiiRuleset","Reference","Origin","DLPGame","PublicGame","knownAliases","Author","Publisher","Date","ProprietaryGame","Credit","SeeAlso","BGGId","OriginPoint","EvidenceRange","WishlistGame","Notes","HelpUs","ForceRulesetInLud"
1133,Misoro Tsoro,,"Tsoro is a four-row mancala-style board game played in Zimbabwe with many regional variations. In this version, certain holes are designated in which a player may end their turn instead of continuing to sow.",1290,1290,Matthews 1964: 65-66.,Zimbabwe,1,1,,,,,0,Eric Piette,,,"20°17'55.92""S, 32°10'30.89""E","5464,5464",0,,0,0
1134,Misoro Tsoro (Additional Capture),,"Tsoro is a name for sevela two-row mancala-style board games from Zimbabwe. In this version, multiple captures are allowed, as well as the option to end a sowing in certain holes.",1291,1291,Matthews 1964: 65-66.,Zimbabwe,1,1,,,,,0,Eric Piette,,,"17°27'53.78""S, 28°46'9.36""E","5464,5464",0,,0,0
1135,Musoro Tsoro,,"Tsoro is a term used for several two-row mancala-style board games played in Zimbabwe. In this version, players choose a special hole, ""musoro,"" from which they may choose to end their turn when they would normally continue sowing, allowing them to accumulate counters there.",1294,1294,Matthews 1964: 65-66.,Zimbabwe,1,1,,,,,0,Eric Piette,,,"19°20'9.68""S, 27°18'0.05""E","5464,5464",0,,0,1
1136,Tsoro (Additional Capture),,"Tsoro is a word used for several regional variations of four-row mancala-style board games in Zimbabwe. In this version, players make additional captures when the standard capture is triggered.",1295,1295,Matthews 1964: 65-66.,Zimbabwe,1,1,,,,,0,Eric Piette,,,"18°39'1.8""S, 32°24'15.81""E","5464,5464",0,,0,1
1137,Tsoro (Reentered Captures),,"Tsoro is a word used for several regional four-row mancala-style board games in Zimbabwe. In this version, captured counters are added to the player's own side of the board.",1296,1296,Matthews 1964: 65-66.,Zimbabwe.,1,1,,,,,0,Eric Piette,,,"22°9'56.66""S, 29°22'17.79""E","5464,5464",0,,0,1
1139,Serup,,"Serup is a game played by the Diegueño people of California. The rules were not recorded, but it is played with stick dice and on a board similar to other games played in the southwest United States and Mexico.",1300,1300,Murray 1951: 155.,California,1,1,,,,,0,Eric Piette,,,"33°5'18.63""N, 116°45'7.46""W","5407,5407",1,,0,0
1140,Barail,,Barail is a European Tables game played in sixteenth century Italy.,1301,,Parlett 1999: 79.,Italy,1,1,,,,,0,Eric Piette,,,"45°45'53.41""N, 6°58'32.04""E","4775,4799",1,,0,0
1141,Adi,,"Adi is a two-row mancala-style board game played by the Ewe people of Togo and Ghana. The game can either be played on wooden boards, which are sometimes elaborately carved, or as holes in the ground using seeds or stones as counters.",1302,1302,Murray 1951: 184.,West Africa,1,1,,,,,0,Eric Piette,,,"6°58'31.2""N, 0°25'13.26""E","5406,5406",0,,0,0
1142,Atidada,,"Atidada is an alignment game played in what is now Togo and Ghana. The details are not completely described, but it can be played with three, six or 20 pieces per player. The board is made in the ground, and sticks are used as pieces. ",1303,,Murray 1951: 43.,West Africa,1,1,Akidada,,,,0,,,,"6°26'10.6""N, 1°11'9.66""E","0,5520",1,,0,0
1143,Adidada,,Adidada is a two-row mancala-style game board played by the Ewe people of Togo and Ghana.,1304,1304,,West Africa,1,1,,,,,0,Eric Piette,,,"6°15'59.54""N, 0°24'54.45""E","5408,5409",0,,0,0
1144,Duene,,Duene is  two-row mancala-style board game played by the Ewe people in what is now togo and Ghana.,1305,1305,,West Africa,1,1,,,,,0,Eric Piette,,,"6°9'54.04""N, 0°9'4.68""E","5408,5409",0,,0,0
1145,Yovodi,,Yovodi is a two-row mncala-style board game played by the Ewe people of Togo and Ghana.,1306,1306,,West Africa,1,1,Dzedodekase,,,,0,Eric Piette,,,"6°48'43.16""N, 1°12'43.76""E","5408,5409",0,,0,0
1146,Ti,,"Ti is a two-row mancala-style baord game played by the Mende people of Sierra Leone. It can be played on pedestaled boards, or as holes in the ground. The holes of the board are called ""towns,"" and the pieces are people moving from town to town.",1307,1307,Murray 1951: 184.,Sierra Leone,1,1,Warri,,,,0,Eric Piette,,,"8°15'18.31""N, 11°38'18.51""W","5424,5425",0,,0,0
1147,Shono,,"Shono is a two-row mancala-style board game played by the Fang people of Gabon, Equatorial Guinea, and Cameroon.",1308,1308,,Central Africa,1,1,,,,,0,Eric Piette,,,"0°40'33.84""N, 12°22'35.88""E","5412,5412",0,,0,0
1148,Njombwa,,Njombwa is a four-row mancala-style board game played by the Yao people of East Africa. ,1310,1310,Murray 1951: 208-209.,East Africa,1,1,,,,,0,Eric Piette,,,"14°31'46.7""S, 35°6'27.28""E","5413,5413",0,,0,1
1149,Njombwa (One Counter),,"Njombwa is a four-row mancala-style board game played by the Yao people of East Africa. In this version, players begin with one counter in each hole.",1311,1311,Murray 1951: 208.,East Africa,1,1,,,,,0,Eric Piette,,,"15°4'3.78""S, 36°11'4.42""E","5413,5413",0,,0,1
1150,Njombwa (Two Counters),,"Njombwa is a four-row mancala-style board game played by the Yao people in East Africa. In this version, the game starts with two counters in each hole.",1312,1312,Murray 1951: 208-209.,East Africa,1,1,,,,,0,Eric Piette,,,"14°42'41.38""S, 36°7'47.82""E","5413,5413",0,,0,1
1151,Nsolo,,Nsolo is a four-row mancala-style board game played by the Ngoni people of East Africa.,1313,1313,Murray 1951: 209.,East Africa,1,1,Nchombwa,,,,0,Eric Piette,,,"13°32'50.85""S, 32°33'49.99""E","5413,5413",0,,0,1
1152,Chiana wa Kunja,,"Chiana wa Kunja is a four-row mancala-style board game played by the Nyanja people of East Africa. Typically, it is played by children.",1314,1314,Murray 1951: 224.,East Africa,1,1,Chiana,,,,0,Eric Piette,,,"15°29'55.17""S, 34°11'50.45""E","5413,5413",0,,0,1
1153,Chiana wa Bwalo,,Chiana wa Bwalo is a four-row mancala-style board game played by the Nyanja people of East Africa. It is generally played by children.,1315,1315,Murray 1951: 224.,East Africa,1,1,,,,,0,Eric Piette,,,"14°51'47.38""S, 34°22'27.64""E","5413,5413",0,,0,1
1154,Greater,,Greater is a theoretical game designed to demonstrate Monte Carlo resistance. There is one optimal (non-losing) move per turn against a competent opponent.,1316,1316,,,0,1,,Cameron Browne,,"2021-00-00",0,Cameron Browne and Eric Piette,,,,"0,5520",0,,0,0
1155,Greatest Loss,,Greatest Loss is a theoretical game designed to demonstrate Monte Carlo resistance. There is one suboptimal (losing) move per turn against a competent opponent.,1317,1317,,,0,1,,Cameron Browne,,"2021-00-00",0,Cameron Browne and Eric Piette,,,,"0,5520",0,,0,0
1156,Level Chess,,A variation of 4-player chess with levels.,1318,1318,"<a href=""http://levelchess.eu/"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />levelchess.eu</a>",,0,1,,Ignas Sladkevičius,,,0,Matthew Stephenson and Eric Piette,,,,"0,5520",0,,0,0
1157,Tsoro (Baia),,"Tsoro is a word used for several different board games in Zimbabwe. This game is a four-row mancala-style game with a series of graduated Baia, or captures, on players' subsequent turns.",1319,1319,Matthews 1964: 66.,Zimbabwe,1,1,Tsoro,,,,0,Eric Piette,,,"20°0'30.88""S, 31°46'20.05""E","5431,5431",0,,0,0
1158,Msuwa,,Msuwa is a four-row mancala-style board game played by the Nyanja people of East Africa.,1320,1320,Murray 1951: 212.,East Africa,1,1,,,,,0,Eric Piette,,,"13°32'40.84""S, 33°19'59.88""E","5413,5413",0,,0,1
1159,Msuwa wa Kunja,,Msuwa wa Kunja is a four-row mancala-style board game played by the Nyanja people of East Africa. ,1321,1321,Murray 1951: 212.,East Africa,1,1,,,,,0,Eric Piette,,,"14°24'49.67""S, 32°48'40.13""E","5413,5413",0,,0,1
1160,Sute,,Sute is a four-row mancala-stlye board game played by the Chikunda people of Malawi.,1322,1322,Murray 1951: 213.,Malawi,1,1,,,,,0,Eric Piette,,,"16°9'14.85""S, 34°39'19.84""E","5413,5413",0,,0,0
1162,Shisen-Sho,"Shisenshō, ","Shisen-Sho (四川省, Shisenshō; ""Sichuan Province""), sometimes referred to as 'Shisen', 'Four Rivers' or simply 'Rivers,' is a Japanese tile-based game which uses Mahjong tiles, and is similar to Mahjong solitaire. The objective of the game is to match similar tiles in pairs until every tile has been removed from the playing field. Numerous computer based versions of the game have been developed.",1323,1323,"<a href=""https://en.wikipedia.org/wiki/Shisen-Sho"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,"Shisen, Four Rivers, Rivers",,,,0,Matthew Stephenson,,,,"0,5520",0,,0,0
1163,Bukharan Shatranj,,"Bukharan Shatranj is a capturing game that was played in Samarkand, Uzbekistan in the nineteenth century. ",1324,,Markov 2017.,Uzbekistan,1,1,,,,,0,,,,"39°39'12.42""N, 66°57'33.25""E","5377,5377",1,,0,0
1164,Persian Chess with a Queen,,"Persian Chess with a Queen—its indigenous name was not recorded—is a game that was played in the nineteenth century in Samarkand, Uzbekistan.",1325,1325,Markov 2017.,Uzbekistan,1,1,,,,,0,Eric Piette,,,"39°39'12.42""N, 66°57'33.25""E","5377,5377",0,,0,0
1165,Tuvinian Chess,,Tuvinian Chess is a game played in Siberia.,1326,,Kraaijeveld 2000.,Siberia,1,1,,,,,0,,,,,"0,5520",1,,0,0
1166,Samantsy,,Samantsy is a capturing game played in Madagascar. ,1328,,du Picq 1912: 267-268.,Madagascar,1,1,,,,,0,Eric Piette,,,"20°49'51.13""S, 46°56'6.41""E","5412,5412",1,,0,0
1167,Goats Wintering,,"'Goats Wintering' gives the impression of goats gathering into herds in a sheltered area as winter approaches. 
The goal is to maximize the connections between the goats. However, goats may not be placed too close to others of their kind along sight-lines. So there is tension in who can place and move their goats together most efficiently.

The novel movement mechanism is that a goat's movement is restricted to steps that increase its friendly contact, -- or, when increasing friendly contact is not avaiable to it, steps that decrease its contact with competing goats.

When goats get close enough to others of their kind, they can then thus move to join a flock and increase the connections. But frequently they will need the presence of the opponent's goats to be able to get this close to their own flocks. This is because goats allow movement choices for any goats near them: isolated goats can't move. So, the tension is in finding places to enter one's goats that are at a suitable range to gather them together.

There is capture: Moves that fully surround any of the opponents goats cause those goats to leave the play area. 
To prevent cycling, the subordinate kind of goat move is not allowed after a pass. This allows a player with a strong lead to pass until the other player runs out of moves and the game ends.

        
The game is inspired from Infuse by the same Author, but the clumping here is more open and pronounced and clumps are distance-limited, not line-of-sight limited. 

It may be played on either hex grids with adjacent movement, or square grids with ortho-diagonal diagonal movement.",1327,1327,,,0,1,,Dale W. Walton,,"2020-11-19",0,Dale W. Walton,,,,"0,5520",0,,0,0
1168,Tenjiku Shogi,,Tenjiku Shogi is a large version of Shogi dated to the Edo period in Japan.,1329,1545,Shogi Zushiki.,Japan,1,1,,,,,0,Eric Piette,,,"34°18'42.89""N, 131°47'29.12""E","5175,5199",0,,0,0
1169,Lombard Chess,,Lombard Chess was a type of Chess game played in Lombardy. It shows some early attempts at speeding up the medieval game.,1330,1330,Murray 1913: 451,Italy,1,1,,,,,0,Eric Piette,,,"44°38'56.75""N, 8°14'43.35""E","4750,4822",0,,0,0
1170,Schachzabel,,"Schachzabel, a form of Chess, was played in early modern Germany with these rules.",1331,1331,Murray 1913: 463-464.,Germany,1,1,,,,,0,Eric Piette,,,"50°6'38.07""N, 8°41'1.53""E","5036,5036",0,,0,0
1171,Long Assize,,The Long Assize was a version of Chess played in medieval France and England.,1332,1332,Murray 1913: 455.,England,1,1,,,,,0,Eric Piette,,,"52°19'22.68""N, 1°13'11.56""E","4650,4950",0,,0,0
1172,Short Assize,,The Short Assize was a form of Chess played in medieval France and England. It is thought to have been a way of speeding up the game by starting the pieces in an advanced position.,1333,1333,Murray 1913: 455.,England,1,1,,,,,0,Eric Piette,,,"48°15'58.67""N, 0°41'36.92""E","4996,4998",0,,0,0
1173,Skak,,"Skak is the form of Chess played in Iceland. It maintains an old form of winning by the ""bare king.""",1334,,Murray 1913: 468-469.,Iceland,1,1,,,,,0,Eric Piette,,,"65°22'35.15""N, 15°48'17.54""W","5392,5392",1,,0,0
1174,Xiangqi (Song),,"Xiangqi is a word used for a variety of games played in China, where pieces have different movement values and capture one another. This game was played during the Song Dynasty, on a larger board than is used today.",1335,,Banaschak 2001: 95.,China,1,1,,,,,0,,,,"33°5'12.36""N, 106°54'25.84""E","4579,4579",1,,0,0
1175,Dai Shogi,,Dai Shogi is a large version of Shogi played in Japan played in the thirteenth-fourteenth century.,1336,,Banaschakl 2001: 141.,Japan,1,1,,,,,0,Eric Piette,,,,"0,5520",1,,0,0
1176,Dai Dai Shogi,,"Dai Dai Shogi is a large Shogi game known from at least the nineteenth century in Japan, but which may be older.",1337,,Banaschak 2001: 144-145.,Japan,1,1,,,,,0,,,,,"0,5520",1,,0,0
1177,Maka Dai Dai Shogi,,Maka Dai Dai Shogi is a large version of Shogi played in the Edo period.,1338,,Banaschak 2001: 144.,Japan,1,1,,,,,0,Eric Piette,,,,"0,5520",1,,0,0
1178,Tai Shogi,,Tai Shogi is a large Shogi variant known from the Edo Period in Japan.,1339,1452,Banaschak 2001: 144.,Japan,1,1,,,,,0,Eric Piette,,,,"0,5520",0,,0,0
1179,Wa Shogi,,Wa Shogi is a large version of Shogi played in Japan. ,1340,,Banaschak 2001: 6.,Japan,1,1,,,,,0,Eric Piette,,,,"0,5520",1,,0,0
1180,Heian Sho Shogi,,This version of Sho Shogi is the type which was played in the Heian period of medieval Japan. The rules appear to have been different than the rules played today.,1341,,Banaschak 2001: 8.,Japan,1,1,,,,,0,Eric Piette,,,"36°3'31.97""N, 138°28'35.62""E","4730,4730",1,,0,0
1181,Heian Dai Shogi,,"Dai Shogi is a large Shogi variant played throughout Japanese history. This version is the oldest, and was played during the Heian Period.",1342,,Banaschak 2001: 6.,Japan,1,1,,,,,0,Eric Piette,,,"35°0'43.92""N, 135°45'58.86""E","4642,4730",1,,0,0
1182,Ngre E E,Ngré É É,Ngré É É is an alignment game played in the Republic of Congo by children.,1343,1343,"",Republic of Congo,1,1,,,,,0,Eric Piette,,,"0°29'1.38""S, 15°53'59.90""E","5472,5472",0,,0,0
1183,Katsela,Katséla,Katséla is an alignment game played by the Chokwe people of Angola.,1344,1344,Klepzig 1972: 305.,Central Africa,1,1,,,,,0,Eric Piette,,,"10°10'7.55""S, 21°35'38.17""E","5430,5430",0,,0,0
1185,Tswana Game,,This game is a mancala-style board game played by the Tswana people of southern Africa.,1345,,Klepzig 1972: 518-519.,Southern Africa,1,1,,,,,0,,,,"25°44'43.82""S, 28°11'24.82""E","5472,5472",1,,0,0
1186,Ntyenge,Ntyéngé,"Ntyéngé is a two-row mancala-style board game played by the Mbenge people in Gabon. It is sometimes played on a board, but more frequently is made in the ground and played with seeds or pebbles.",1346,1346,Lhôte 1994: 564.,Central Africa,1,1,,,,,0,Eric Piette,,,"3°7'33.33""N, 13°47'22.86""E","5399,5407",0,,0,0
1187,Renette,,"Renette is a medieval European game, the rules for which have been lost. It may have been a Tables game where winning is determined by capturing all of the opponent's pieces.",1347,,Lhôte 1994: 596.,Europe,1,1,,,,,0,,,,,"0,5520",1,,0,0
1188,Kanga,,Kanga is a children's game played I nthe Republic of Congo.,1348,,Klepzig 1972: 182,Republic of Congo,1,1,,,,,0,Eric Piette,,,"4°46'46.91""S, 14°37'46.92""E","5472,5472",1,,0,0
